ID,Parent SKU,SKU,Name,Description,Tax class,Stock,Sale price,Regular price,Categories EN,Images,Item type,Color,Prime style,Pocket shape,Placket shape,Placket Type,Sleeves type,Collar type,length,width,Generation
,,Classic-MY-White-1112,Thobe Alshiaka Classic Whtie For Men And Youth,Thobe Alshiaka Classic Whtie For Men And Youth,,,,,,,Thobe,,,,,,,,,,
,Classic-MY-White-1112,11120101411,Thobe - Classic - White - Youth - SS - 41S,Thobe - Classic - White - Youth - SS - 41S,15%,1,,95,Apperal > Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,41,S,Youth
,Classic-MY-White-1112,11120101412,Thobe - Classic - White - Youth - SS - 41M,Thobe - Classic - White - Youth - SS - 41M,15%,1,,95,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,41,M,Youth
,Classic-MY-White-1112,11120101421,Thobe - Classic - White - Youth - SS - 42S,Thobe - Classic - White - Youth - SS - 42S,15%,1,,95,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,42,S,Youth
,Classic-MY-White-1112,11120101422,Thobe - Classic - White - Youth - SS - 42M,Thobe - Classic - White - Youth - SS - 42M,15%,1,,95,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,42,M,Youth
,Classic-MY-White-1112,11120101431,Thobe - Classic - White - Youth - SS - 43S,Thobe - Classic - White - Youth - SS - 43S,15%,1,,95,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,43,S,Youth
,Classic-MY-White-1112,11120101432,Thobe - Classic - White - Youth - SS - 43M,Thobe - Classic - White - Youth - SS - 43M,15%,1,,95,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,43,M,Youth
,Classic-MY-White-1112,11120101441,Thobe - Classic - White - Youth - SS - 44S,Thobe - Classic - White - Youth - SS - 44S,15%,1,,95,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,44,S,Youth
,Classic-MY-White-1112,11120101442,Thobe - Classic - White - Youth - SS - 44M,Thobe - Classic - White - Youth - SS - 44M,15%,1,,95,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,44,M,Youth
,Classic-MY-White-1112,11120101443,Thobe - Classic - White - Youth - SS - 44L,Thobe - Classic - White - Youth - SS - 44L,15%,1,,95,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,44,L,Youth
,Classic-MY-White-1112,11120101451,Thobe - Classic - White - Youth - SS - 45S,Thobe - Classic - White - Youth - SS - 45S,15%,1,,95,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,45,S,Youth
,Classic-MY-White-1112,11120101452,Thobe - Classic - White - Youth - SS - 45M,Thobe - Classic - White - Youth - SS - 45M,15%,1,,95,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,45,M,Youth
,Classic-MY-White-1112,11120101453,Thobe - Classic - White - Youth - SS - 45L,Thobe - Classic - White - Youth - SS - 45L,15%,1,,95,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,45,L,Youth
,Classic-MY-White-1112,11120101461,Thobe - Classic - White - Youth - SS - 46S,Thobe - Classic - White - Youth - SS - 46S,15%,1,,95,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,46,S,Youth
,Classic-MY-White-1112,11120101462,Thobe - Classic - White - Youth - SS - 46M,Thobe - Classic - White - Youth - SS - 46M,15%,1,,95,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,46,M,Youth
,Classic-MY-White-1112,11120101463,Thobe - Classic - White - Youth - SS - 46L,Thobe - Classic - White - Youth - SS - 46L,15%,1,,95,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,46,L,Youth
,Classic-MY-White-1112,11120101471,Thobe - Classic - White - Youth - SS - 47S,Thobe - Classic - White - Youth - SS - 47S,15%,1,,95,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,47,S,Youth
,Classic-MY-White-1112,11120101472,Thobe - Classic - White - Youth - SS - 47M,Thobe - Classic - White - Youth - SS - 47M,15%,1,,95,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,47,M,Youth
,Classic-MY-White-1112,11120101473,Thobe - Classic - White - Youth - SS - 47L,Thobe - Classic - White - Youth - SS - 47L,15%,1,,95,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,47,L,Youth
,Classic-MY-White-1112,11120101474,Thobe - Classic - White - Youth - SS - 47XL,Thobe - Classic - White - Youth - SS - 47XL,15%,1,,95,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,47,XL,Youth
,Classic-MY-White-1112,11120101481,Thobe - Classic - White - Youth - SS - 48S,Thobe - Classic - White - Youth - SS - 48S,15%,1,,95,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,48,S,Youth
,Classic-MY-White-1112,11120101482,Thobe - Classic - White - Youth - SS - 48M,Thobe - Classic - White - Youth - SS - 48M,15%,1,,95,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,48,M,Youth
,Classic-MY-White-1112,11120101483,Thobe - Classic - White - Youth - SS - 48L,Thobe - Classic - White - Youth - SS - 48L,15%,1,,95,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,48,L,Youth
,Classic-MY-White-1112,11120101484,Thobe - Classic - White - Youth - SS - 48XL,Thobe - Classic - White - Youth - SS - 48XL,15%,1,,95,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,48,XL,Youth
,Classic-MY-White-1112,11120101491,Thobe - Classic - White - Youth - SS - 49S,Thobe - Classic - White - Youth - SS - 49S,15%,1,,95,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,49,S,Youth
,Classic-MY-White-1112,11120101492,Thobe - Classic - White - Youth - SS - 49M,Thobe - Classic - White - Youth - SS - 49M,15%,1,,95,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,49,M,Youth
,Classic-MY-White-1112,11120101493,Thobe - Classic - White - Youth - SS - 49L,Thobe - Classic - White - Youth - SS - 49L,15%,1,,95,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,49,L,Youth
,Classic-MY-White-1112,11120101494,Thobe - Classic - White - Youth - SS - 49XL,Thobe - Classic - White - Youth - SS - 49XL,15%,1,,95,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,49,XL,Youth
,Classic-MY-White-1112,11120101501,Thobe - Classic - White - Youth - SS - 50S,Thobe - Classic - White - Youth - SS - 50S,15%,1,,95,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,50,S,Youth
,Classic-MY-White-1112,11120101502,Thobe - Classic - White - Youth - SS - 50M,Thobe - Classic - White - Youth - SS - 50M,15%,1,,95,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,50,M,Youth
,Classic-MY-White-1112,11120101503,Thobe - Classic - White - Youth - SS - 50L,Thobe - Classic - White - Youth - SS - 50L,15%,1,,95,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,50,L,Youth
,Classic-MY-White-1112,11120101504,Thobe - Classic - White - Youth - SS - 50XL,Thobe - Classic - White - Youth - SS - 50XL,15%,1,,95,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,50,XL,Youth
,Classic-MY-White-1112,11120101511,Thobe - Classic - White - Youth - SS - 51S,Thobe - Classic - White - Youth - SS - 51S,15%,1,,95,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,51,S,Youth
,Classic-MY-White-1112,11120101512,Thobe - Classic - White - Youth - SS - 51M,Thobe - Classic - White - Youth - SS - 51M,15%,1,,95,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,51,M,Youth
,Classic-MY-White-1112,11120101513,Thobe - Classic - White - Youth - SS - 51L,Thobe - Classic - White - Youth - SS - 51L,15%,1,,95,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,51,L,Youth
,Classic-MY-White-1112,11120101514,Thobe - Classic - White - Youth - SS - 51XL,Thobe - Classic - White - Youth - SS - 51XL,15%,1,,95,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,51,XL,Youth
,Classic-MY-White-1112,11120101521,Thobe - Classic - White - Youth - SS - 52S,Thobe - Classic - White - Youth - SS - 52S,15%,1,,95,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,52,S,Youth
,Classic-MY-White-1112,11120101522,Thobe - Classic - White - Youth - SS - 52M,Thobe - Classic - White - Youth - SS - 52M,15%,1,,95,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,52,M,Youth
,Classic-MY-White-1112,11120101523,Thobe - Classic - White - Youth - SS - 52L,Thobe - Classic - White - Youth - SS - 52L,15%,1,,95,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,52,L,Youth
,Classic-MY-White-1112,11120101524,Thobe - Classic - White - Youth - SS - 52XL,Thobe - Classic - White - Youth - SS - 52XL,15%,1,,95,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,52,XL,Youth
,Classic-MY-White-1112,11120101531,Thobe - Classic - White - Men - SS - 53S,Thobe - Classic - White - Men - SS - 53S,15%,1,,110,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,53,S,Men
,Classic-MY-White-1112,11120101532,Thobe - Classic - White - Men - SS - 53M,Thobe - Classic - White - Men - SS - 53M,15%,1,,110,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,53,M,Men
,Classic-MY-White-1112,11120101533,Thobe - Classic - White - Men - SS - 53L,Thobe - Classic - White - Men - SS - 53L,15%,1,,110,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,53,L,Men
,Classic-MY-White-1112,11120101534,Thobe - Classic - White - Men - SS - 53XL,Thobe - Classic - White - Men - SS - 53XL,15%,1,,110,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,53,XL,Men
,Classic-MY-White-1112,11120101535,Thobe - Classic - White - Men - SS - 53XXL,Thobe - Classic - White - Men - SS - 53XXL,15%,1,,110,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,53,XXL,Men
,Classic-MY-White-1112,11120101536,Thobe - Classic - White - Men - SS - 53XXXL,Thobe - Classic - White - Men - SS - 53XXXL,15%,1,,110,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,53,XXXL,Men
,Classic-MY-White-1112,11120101541,Thobe - Classic - White - Men - SS - 54S,Thobe - Classic - White - Men - SS - 54S,15%,1,,110,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,54,S,Men
,Classic-MY-White-1112,11120101542,Thobe - Classic - White - Men - SS - 54M,Thobe - Classic - White - Men - SS - 54M,15%,1,,110,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,54,M,Men
,Classic-MY-White-1112,11120101543,Thobe - Classic - White - Men - SS - 54L,Thobe - Classic - White - Men - SS - 54L,15%,1,,110,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,54,L,Men
,Classic-MY-White-1112,11120101544,Thobe - Classic - White - Men - SS - 54XL,Thobe - Classic - White - Men - SS - 54XL,15%,1,,110,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,54,XL,Men
,Classic-MY-White-1112,11120101545,Thobe - Classic - White - Men - SS - 54XXL,Thobe - Classic - White - Men - SS - 54XXL,15%,1,,110,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,54,XXL,Men
,Classic-MY-White-1112,11120101546,Thobe - Classic - White - Men - SS - 54XXXL,Thobe - Classic - White - Men - SS - 54XXXL,15%,1,,110,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,54,XXXL,Men
,Classic-MY-White-1112,11120101551,Thobe - Classic - White - Men - SS - 55S,Thobe - Classic - White - Men - SS - 55S,15%,1,,110,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,55,S,Men
,Classic-MY-White-1112,11120101552,Thobe - Classic - White - Men - SS - 55M,Thobe - Classic - White - Men - SS - 55M,15%,1,,110,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,55,M,Men
,Classic-MY-White-1112,11120101553,Thobe - Classic - White - Men - SS - 55L,Thobe - Classic - White - Men - SS - 55L,15%,1,,110,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,55,L,Men
,Classic-MY-White-1112,11120101554,Thobe - Classic - White - Men - SS - 55XL,Thobe - Classic - White - Men - SS - 55XL,15%,1,,110,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,55,XL,Men
,Classic-MY-White-1112,11120101555,Thobe - Classic - White - Men - SS - 55XXL,Thobe - Classic - White - Men - SS - 55XXL,15%,1,,110,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,55,XXL,Men
,Classic-MY-White-1112,11120101556,Thobe - Classic - White - Men - SS - 55XXXL,Thobe - Classic - White - Men - SS - 55XXXL,15%,1,,110,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,55,XXXL,Men
,Classic-MY-White-1112,11120101561,Thobe - Classic - White - Men - SS - 56S,Thobe - Classic - White - Men - SS - 56S,15%,1,,110,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,56,S,Men
,Classic-MY-White-1112,11120101562,Thobe - Classic - White - Men - SS - 56M,Thobe - Classic - White - Men - SS - 56M,15%,1,,110,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,56,M,Men
,Classic-MY-White-1112,11120101563,Thobe - Classic - White - Men - SS - 56L,Thobe - Classic - White - Men - SS - 56L,15%,1,,110,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,56,L,Men
,Classic-MY-White-1112,11120101564,Thobe - Classic - White - Men - SS - 56XL,Thobe - Classic - White - Men - SS - 56XL,15%,1,,110,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,56,XL,Men
,Classic-MY-White-1112,11120101565,Thobe - Classic - White - Men - SS - 56XXL,Thobe - Classic - White - Men - SS - 56XXL,15%,1,,110,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,56,XXL,Men
,Classic-MY-White-1112,11120101566,Thobe - Classic - White - Men - SS - 56XXXL,Thobe - Classic - White - Men - SS - 56XXXL,15%,1,,110,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,56,XXXL,Men
,Classic-MY-White-1112,11120101571,Thobe - Classic - White - Men - SS - 57S,Thobe - Classic - White - Men - SS - 57S,15%,1,,110,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,57,S,Men
,Classic-MY-White-1112,11120101572,Thobe - Classic - White - Men - SS - 57M,Thobe - Classic - White - Men - SS - 57M,15%,1,,110,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,57,M,Men
,Classic-MY-White-1112,11120101573,Thobe - Classic - White - Men - SS - 57L,Thobe - Classic - White - Men - SS - 57L,15%,1,,110,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,57,L,Men
,Classic-MY-White-1112,11120101574,Thobe - Classic - White - Men - SS - 57XL,Thobe - Classic - White - Men - SS - 57XL,15%,1,,110,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,57,XL,Men
,Classic-MY-White-1112,11120101575,Thobe - Classic - White - Men - SS - 57XXL,Thobe - Classic - White - Men - SS - 57XXL,15%,1,,110,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,57,XXL,Men
,Classic-MY-White-1112,11120101576,Thobe - Classic - White - Men - SS - 57XXXL,Thobe - Classic - White - Men - SS - 57XXXL,15%,1,,110,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,57,XXXL,Men
,Classic-MY-White-1112,11120101581,Thobe - Classic - White - Men - SS - 58S,Thobe - Classic - White - Men - SS - 58S,15%,1,,110,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,58,S,Men
,Classic-MY-White-1112,11120101582,Thobe - Classic - White - Men - SS - 58M,Thobe - Classic - White - Men - SS - 58M,15%,1,,110,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,58,M,Men
,Classic-MY-White-1112,11120101583,Thobe - Classic - White - Men - SS - 58L,Thobe - Classic - White - Men - SS - 58L,15%,1,,110,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,58,L,Men
,Classic-MY-White-1112,11120101584,Thobe - Classic - White - Men - SS - 58XL,Thobe - Classic - White - Men - SS - 58XL,15%,1,,110,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,58,XL,Men
,Classic-MY-White-1112,11120101585,Thobe - Classic - White - Men - SS - 58XXL,Thobe - Classic - White - Men - SS - 58XXL,15%,1,,110,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,58,XXL,Men
,Classic-MY-White-1112,11120101586,Thobe - Classic - White - Men - SS - 58XXXL,Thobe - Classic - White - Men - SS - 58XXXL,15%,1,,110,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,58,XXXL,Men
,Classic-MY-White-1112,11120101591,Thobe - Classic - White - Men - SS - 59S,Thobe - Classic - White - Men - SS - 59S,15%,1,,110,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,59,S,Men
,Classic-MY-White-1112,11120101592,Thobe - Classic - White - Men - SS - 59M,Thobe - Classic - White - Men - SS - 59M,15%,1,,110,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,59,M,Men
,Classic-MY-White-1112,11120101593,Thobe - Classic - White - Men - SS - 59L,Thobe - Classic - White - Men - SS - 59L,15%,1,,110,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,59,L,Men
,Classic-MY-White-1112,11120101594,Thobe - Classic - White - Men - SS - 59XL,Thobe - Classic - White - Men - SS - 59XL,15%,1,,110,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,59,XL,Men
,Classic-MY-White-1112,11120101595,Thobe - Classic - White - Men - SS - 59XXL,Thobe - Classic - White - Men - SS - 59XXL,15%,1,,110,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,59,XXL,Men
,Classic-MY-White-1112,11120101596,Thobe - Classic - White - Men - SS - 59XXXL,Thobe - Classic - White - Men - SS - 59XXXL,15%,1,,110,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,59,XXXL,Men
,Classic-MY-White-1112,11120101601,Thobe - Classic - White - Men - SS - 60S,Thobe - Classic - White - Men - SS - 60S,15%,1,,110,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,60,S,Men
,Classic-MY-White-1112,11120101602,Thobe - Classic - White - Men - SS - 60M,Thobe - Classic - White - Men - SS - 60M,15%,1,,110,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,60,M,Men
,Classic-MY-White-1112,11120101603,Thobe - Classic - White - Men - SS - 60L,Thobe - Classic - White - Men - SS - 60L,15%,1,,110,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,60,L,Men
,Classic-MY-White-1112,11120101604,Thobe - Classic - White - Men - SS - 60XL,Thobe - Classic - White - Men - SS - 60XL,15%,1,,110,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,60,XL,Men
,Classic-MY-White-1112,11120101605,Thobe - Classic - White - Men - SS - 60XXL,Thobe - Classic - White - Men - SS - 60XXL,15%,1,,110,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,60,XXL,Men
,Classic-MY-White-1112,11120101606,Thobe - Classic - White - Men - SS - 60XXXL,Thobe - Classic - White - Men - SS - 60XXXL,15%,1,,110,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,60,XXXL,Men
,Classic-MY-White-1112,11120101607,Thobe - Classic - White - Men - SS - 60XXXXL,Thobe - Classic - White - Men - SS - 60XXXXL,15%,1,,110,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,60,XXXXL,Men
,Classic-MY-White-1112,11120101612,Thobe - Classic - White - Men - SS - 61M,Thobe - Classic - White - Men - SS - 61M,15%,1,,110,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,61,M,Men
,Classic-MY-White-1112,11120101613,Thobe - Classic - White - Men - SS - 61L,Thobe - Classic - White - Men - SS - 61L,15%,1,,110,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,61,L,Men
,Classic-MY-White-1112,11120101614,Thobe - Classic - White - Men - SS - 61XL,Thobe - Classic - White - Men - SS - 61XL,15%,1,,110,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,61,XL,Men
,Classic-MY-White-1112,11120101615,Thobe - Classic - White - Men - SS - 61XXL,Thobe - Classic - White - Men - SS - 61XXL,15%,1,,110,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,61,XXL,Men
,Classic-MY-White-1112,11120101616,Thobe - Classic - White - Men - SS - 61XXXL,Thobe - Classic - White - Men - SS - 61XXXL,15%,1,,110,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,61,XXXL,Men
,Classic-MY-White-1112,11120101617,Thobe - Classic - White - Men - SS - 61XXXXL,Thobe - Classic - White - Men - SS - 61XXXXL,15%,1,,110,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,61,XXXXL,Men
,Classic-MY-White-1112,11120101622,Thobe - Classic - White - Men - SS - 62M,Thobe - Classic - White - Men - SS - 62M,15%,1,,110,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,62,M,Men
,Classic-MY-White-1112,11120101623,Thobe - Classic - White - Men - SS - 62L,Thobe - Classic - White - Men - SS - 62L,15%,1,,110,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,62,L,Men
,Classic-MY-White-1112,11120101624,Thobe - Classic - White - Men - SS - 62XL,Thobe - Classic - White - Men - SS - 62XL,15%,1,,110,Thobe > Alshiaka > Classic,,Thobe,White,SS,Square Pocket,Square Placket,Unhidden Buttons,Plain Sleeves,China Collar,62,XL,Men
