"Term ID","Term Name","Term Slug",Description,Count,"Attribute Name","Attribute Slug","Attribute Type","Attribute Order by","Attribute Enable archives?"
1473,60M,60m-2,,36,Size,size,select,menu_order,1
1474,60S,60s-2,,37,Size,size,select,menu_order,1
1475,60XXL,60xxl-2,,39,Size,size,select,menu_order,1
1476,60XXXL,60xxxl-2,,35,Size,size,select,menu_order,1
1477,60XXXXL,60xxxxl-2,,4,Size,size,select,menu_order,1
1478,61L,61l-2,,38,Size,size,select,menu_order,1
1479,61M,61m-2,,40,Size,size,select,menu_order,1
1480,61XL,61xl-2,,39,Size,size,select,menu_order,1
1481,61XXL,61xxl-2,,37,Size,size,select,menu_order,1
1482,62L,62l-2,,41,Size,size,select,menu_order,1
1483,62XL,62xl-2,,39,Size,size,select,menu_order,1
1484,62XXL,62xxl-2,,37,Size,size,select,menu_order,1
1485,62M,62m,,1,Size,size,select,menu_order,1
1486,62M,62m-2,,13,Size,size,select,menu_order,1
1496,Others,others-2,,,"Collar type",collar-type,select,menu_order,1
1497,Other,other,,,"Collar type",collar-type,select,menu_order,1
1498,"China collar",china-collar,,,"Collar type",collar-type,select,menu_order,1
1499,White,white-2,,4,Color,color,select,menu_order,1
1500,Red,red,,,Color,color,select,menu_order,1
1501,"Dark red",dark-red,,,Color,color,select,menu_order,1
1502,"White red",white-red,,,Color,color,select,menu_order,1
1503,Blue,blue-2,,,Color,color,select,menu_order,1
1504,Consignment,consignment,,,Consignment,consignment,select,menu_order,1
1505,"Non Consignment",non-consignment-2,,5,Consignment,consignment,select,menu_order,1
1506,Boys,boys-2,,,Generation,generation,select,menu_order,1
1507,Men,men-2,,,Generation,generation,select,menu_order,1
1508,Youth,youth-2,,4,Generation,generation,select,menu_order,1
1515,52/5,52-5,,,Size,size,select,menu_order,1
1516,52/5.5,52-5-5,,,Size,size,select,menu_order,1
1517,52/6,52-6,,,Size,size,select,menu_order,1
1518,53/5,53-5,,,Size,size,select,menu_order,1
1519,53/5.5,53-5-5,,,Size,size,select,menu_order,1
1520,54/5.5,54-5-5,,,Size,size,select,menu_order,1
1521,54XXL,54xxl,,,Size,size,select,menu_order,1
1522,56XXXL,56xxxl,,,Size,size,select,menu_order,1
1523,60,60,,,Size,size,select,menu_order,1
1524,62,62,,,Size,size,select,menu_order,1
1525,64M,64m,,,Size,size,select,menu_order,1
1526,F.S,f-s-2,,,Size,size,select,menu_order,1
1527,L,l,,,Size,size,select,menu_order,1
1528,M,m,,,Size,size,select,menu_order,1
1529,XL,xl,,,Size,size,select,menu_order,1
1530,S,s,,,Size,size,select,menu_order,1
1531,XXL,xxl,,,Size,size,select,menu_order,1
1532,20.5,20-5,,,Size,size,select,menu_order,1
1533,21,21,,,Size,size,select,menu_order,1
1534,21.5,21-5,,,Size,size,select,menu_order,1
1535,22.5,22-5,,,Size,size,select,menu_order,1
1536,23,23,,,Size,size,select,menu_order,1
1537,23.5,23-5,,,Size,size,select,menu_order,1
1538,32,32,,,Size,size,select,menu_order,1
1539,38,38,,,Size,size,select,menu_order,1
1540,40,40,,,Size,size,select,menu_order,1
1541,40,40-2,,,Size,size,select,menu_order,1
1542,42,42,,,Size,size,select,menu_order,1
1543,42,42-2,,,Size,size,select,menu_order,1
1544,44,44,,,Size,size,select,menu_order,1
1545,46M,46m-3,,,Size,size,select,menu_order,1
1546,49/5.5,49-5-5,,,Size,size,select,menu_order,1
1547,50/5,50-5,,,Size,size,select,menu_order,1
1548,50/5.5,50-5-5,,,Size,size,select,menu_order,1
1549,50XL,50xl,,2,Size,size,select,menu_order,1
1550,51/5,51-5,,,Size,size,select,menu_order,1
1551,51/5.5,51-5-5,,,Size,size,select,menu_order,1
1552,19.5,19-5,,,Size,size,select,menu_order,1
1553,19,19,,,Size,size,select,menu_order,1
1554,18.5,18-5,,,Size,size,select,menu_order,1
1555,"15 - 16",15-16,,,Size,size,select,menu_order,1
1556,"13 - 14",13-14,,,Size,size,select,menu_order,1
1557,"11 - 12",11-12,,,Size,size,select,menu_order,1
1558,"9 - 10",9-10,,,Size,size,select,menu_order,1
1559,"7 - 8",7-8,,,Size,size,select,menu_order,1
1560,"Normal Cuff Sleeves",normal-cuff-sleeves,,,"Sleeves type",sleeves-type,select,menu_order,1
1589,Black,black-2,,,Color,color,select,menu_order,1
1590,Yellow,yellow,,,Color,color,select,menu_order,1
1591,"Navy blue",navy-blue-2,,,Color,color,select,menu_order,1
1592,Brown,brown-2,,,Color,color,select,menu_order,1
1593,Gray,gray,,,Color,color,select,menu_order,1
1594,Pink,pink,,,Color,color,select,menu_order,1
1595,Cream,crea,,1,Color,color,select,menu_order,1
1596,Green,green,,,Color,color,select,menu_order,1
